name,email,password,languages,birth_date,country,course,situationLaboral,role,dateCreated,gender,eventsConfi,imageUrl,firstOnBoard,conocimientos,quieroAprender,interests
Paulina Niño Moreno,paulina.niño@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán', 'Francés', 'Italiano', 'Inglés']",1985-09-10,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.233944,female,[],https://placekitten.com/99/664,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f2']","['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb105', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb0fc']"
Michèle Thierry,michèle.thierry@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Alemán', 'Inglés', 'Italiano']",1994-03-19,Francia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.245077,female,[],https://placekitten.com/198/485,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f4']","['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f8']",['64879ed95340903bb1ebb109']
Romana Bompiani,romana.bompiani@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés', 'Castellano', 'Inglés']",1982-06-22,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.256200,female,[],https://placekitten.com/804/333,True,"['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f2']","['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb10d']"
Roberta Moya Vara,roberta.moya@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés']",1988-12-25,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.267877,female,[],https://placekitten.com/560/458,True,['64879e9a5340903bb1ebb0f9'],['64879e9a5340903bb1ebb0f7'],"['64879ed95340903bb1ebb104', '64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb113']"
Herlinde Mitschke,herlinde.mitschke@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés']",1987-12-30,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.279095,female,[],https://picsum.photos/788/961,True,"['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f8']","['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f6']","['64879ed95340903bb1ebb110', '64879ed95340903bb1ebb111']"
Concepción Mateos,concepción.mateos@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán', 'Inglés', 'Italiano']",1992-08-02,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.290192,female,[],https://placekitten.com/776/532,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f3']","['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f9']","['64879ed95340903bb1ebb103', '64879ed95340903bb1ebb0ff']"
Tammy Rowe,tammy.rowe@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano']",1992-10-12,Estados Unidos,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.301387,female,[],https://picsum.photos/307/569,True,['64879e9a5340903bb1ebb0f4'],['64879e9a5340903bb1ebb0f9'],"['64879ed95340903bb1ebb0fa', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb101']"
Frau Änne Reichmann MBA.,frau.änne@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Italiano']",1988-10-04,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.312660,female,[],https://picsum.photos/587/342,True,['64879e9a5340903bb1ebb0f7'],['64879e9a5340903bb1ebb0f2'],"['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb112']"
Zaida de Rozas,zaida.de@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Inglés', 'Francés', 'Italiano']",2000-12-19,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.323772,female,[],https://picsum.photos/473/1013,True,['64879e9a5340903bb1ebb0f5'],['64879e9a5340903bb1ebb0f4'],"['64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb115']"
Sig.ra Pina Traetta,sig.ra.pina@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés', 'Inglés', 'Castellano']",1987-07-23,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.334822,female,[],https://picsum.photos/852/405,True,['64879e9a5340903bb1ebb0f8'],['64879e9a5340903bb1ebb0f5'],"['64879ed95340903bb1ebb115', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb112']"
Madeline Harris,madeline.harris@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Alemán', 'Francés', 'Italiano', 'Castellano']",2004-12-04,Estados Unidos,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.346017,female,[],https://dummyimage.com/876x917,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f9']","['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f5']","['64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb106', '64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb100']"
Cecilia Cutuli,cecilia.cutuli@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano']",2001-03-29,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.357186,female,[],https://dummyimage.com/469x474,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb100']"
Sig.ra Priscilla Piccio,sig.ra.priscilla@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Alemán', 'Inglés', 'Francés']",1986-08-30,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.368729,female,[],https://dummyimage.com/208x630,True,"['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f3']",['64879ed95340903bb1ebb101']
Allegra Beffa,allegra.beffa@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Alemán', 'Francés']",1995-09-24,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.379975,female,[],https://picsum.photos/823/121,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f1']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb105']"
Dina Scotti,dina.scotti@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Francés', 'Inglés', 'Castellano', 'Alemán']",1992-09-14,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.391492,female,[],https://placekitten.com/879/553,True,"['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f2']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f8']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb105', '64879ed95340903bb1ebb104']"
Maxi Alcalde,maxi.alcalde@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés', 'Alemán', 'Italiano', 'Inglés']",1992-04-04,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.402759,female,[],https://placekitten.com/755/856,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f3']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f8']","['64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb100', '64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb0fd']"
Clémence Bernard,clémence.bernard@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano']",1988-08-16,Francia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.414195,female,[],https://dummyimage.com/156x158,True,"['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f3']","['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f5']","['64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb0ff']"
Lori Stewart,lori.stewart@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Italiano']",1990-05-30,Estados Unidos,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.425214,female,[],https://picsum.photos/136/954,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f6']",['64879ed95340903bb1ebb114']
Caroline Simon,caroline.simon@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Alemán', 'Italiano', 'Inglés']",2000-11-28,Francia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.436132,female,[],https://dummyimage.com/319x520,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f7']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f5']","['64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb113']"
Soledad Ibáñez Revilla,soledad.ibáñez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Alemán', 'Francés']",1987-02-10,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.447432,female,[],https://placekitten.com/730/98,True,"['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f4']","['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f2']",['64879ed95340903bb1ebb113']
Virginia Juvara,virginia.juvara@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Alemán']",1997-06-06,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.458924,female,[],https://placekitten.com/89/384,True,"['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f4']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb114', '64879ed95340903bb1ebb110', '64879ed95340903bb1ebb113', '64879ed95340903bb1ebb111']"
Lilla Quasimodo-Agazzi,lilla.quasimodo-agazzi@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Alemán', 'Francés', 'Castellano']",1994-04-22,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.470534,female,[],https://placekitten.com/966/248,True,['64879e9a5340903bb1ebb0f8'],['64879e9a5340903bb1ebb0f6'],"['64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb10b', '64879ed95340903bb1ebb0fe']"
Beatriz Guitart Guardiola,beatriz.guitart@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Italiano', 'Alemán', 'Francés', 'Inglés']",1994-04-10,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.481763,female,[],https://placekitten.com/191/639,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f8']","['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb117', '64879ed95340903bb1ebb10d', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb111']"
Chelsea Sanchez,chelsea.sanchez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Francés', 'Italiano']",1985-06-01,Estados Unidos,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.492956,female,[],https://picsum.photos/17/92,True,"['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f1']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f5']",['64879ed95340903bb1ebb114']
Vanessa Butte,vanessa.butte@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Italiano']",1988-02-24,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.504035,female,[],https://placekitten.com/39/803,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f1']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f8']","['64879ed95340903bb1ebb113', '64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb116', '64879ed95340903bb1ebb115']"
Felicia Nevado Noguera,felicia.nevado@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés', 'Italiano', 'Alemán']",1987-05-13,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.515244,female,[],https://picsum.photos/363/332,True,"['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f4']","['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb117']"
Anouk Diaz,anouk.diaz@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Inglés', 'Alemán']",1985-08-03,Francia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.526320,female,[],https://picsum.photos/450/576,True,"['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f6']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7']",['64879ed95340903bb1ebb105']
Eileen auch Schlauchin,eileen.auch@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Italiano']",1993-05-24,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.537407,female,[],https://placekitten.com/36/101,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f8']",['64879ed95340903bb1ebb102']
Rita Cremonesi,rita.cremonesi@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Castellano', 'Alemán', 'Francés']",1990-09-04,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.548540,female,[],https://placekitten.com/350/676,True,"['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f4']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb108', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb116']"
Ing. Carmen Blümel,ing..carmen@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Castellano', 'Italiano', 'Inglés', 'Francés']",1994-08-09,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.560089,female,[],https://picsum.photos/567/784,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f2']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f5']",['64879ed95340903bb1ebb114']
Sig.ra Clelia Zacco,sig.ra.clelia@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Alemán', 'Francés', 'Castellano']",2002-10-06,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.571606,female,[],https://placekitten.com/577/498,True,"['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f2']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb10a', '64879ed95340903bb1ebb107']"
Kornelia Hamann,kornelia.hamann@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Francés', 'Castellano', 'Inglés', 'Italiano']",1994-04-30,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.582796,female,[],https://placekitten.com/975/545,True,['64879e9a5340903bb1ebb0f1'],['64879e9a5340903bb1ebb0f4'],"['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb100', '64879ed95340903bb1ebb111']"
Martha Hauffer-Mälzer,martha.hauffer-mälzer@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés', 'Francés', 'Italiano', 'Castellano']",1997-04-16,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.594022,female,[],https://placekitten.com/524/32,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f1']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb100']"
Sylvie Didier-Gimenez,sylvie.didier-gimenez@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Castellano', 'Italiano', 'Inglés', 'Alemán']",1997-01-22,Francia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.605023,female,[],https://placekitten.com/237/635,True,"['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f8']","['64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb0fb', '64879ed95340903bb1ebb103', '64879ed95340903bb1ebb108', '64879ed95340903bb1ebb102']"
Julie Durand,julie.durand@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Italiano', 'Alemán', 'Castellano', 'Inglés']",1984-03-02,Francia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.616151,female,[],https://picsum.photos/272/684,True,['64879e9a5340903bb1ebb0f6'],['64879e9a5340903bb1ebb0f3'],"['64879ed95340903bb1ebb114', '64879ed95340903bb1ebb113']"
Guiomar Lucas Beltran,guiomar.lucas@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Castellano', 'Francés', 'Italiano', 'Inglés']",1992-03-19,España,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.627471,female,[],https://dummyimage.com/580x556,True,['64879e9a5340903bb1ebb0f9'],['64879e9a5340903bb1ebb0f6'],"['64879ed95340903bb1ebb104', '64879ed95340903bb1ebb107', '64879ed95340903bb1ebb0ff', '64879ed95340903bb1ebb0fa']"
Suzanne Fuller,suzanne.fuller@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Inglés', 'Castellano']",2003-12-22,Estados Unidos,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.638774,female,[],https://picsum.photos/250/762,True,"['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f3']","['64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f4']","['64879ed95340903bb1ebb10f', '64879ed95340903bb1ebb102', '64879ed95340903bb1ebb0fc']"
Florence Putz,florence.putz@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Castellano']",1991-06-24,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.649651,female,[],https://dummyimage.com/229x748,True,"['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f3']","['64879ed95340903bb1ebb102', '64879ed95340903bb1ebb10c', '64879ed95340903bb1ebb10a']"
Elena Rinaldi,elena.rinaldi@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Castellano', 'Inglés']",1983-06-20,Italia,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.661090,female,[],https://placekitten.com/777/312,True,"['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb0fc', '64879ed95340903bb1ebb105', '64879ed95340903bb1ebb110', '64879ed95340903bb1ebb111', '64879ed95340903bb1ebb10a']"
Irmtraut Margraf,irmtraut.margraf@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Francés']",2002-05-13,Alemania,64879f03e785526bbd480f3a,Estudiante,user,2023-06-12T22:51:47.672356,female,[],https://dummyimage.com/492x130,True,"['64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f2']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f3']",['64879ed95340903bb1ebb0fb']
Marcello Napolitano,marcello.napolitano@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Italiano', 'Inglés', 'Francés', 'Alemán']",1985-08-31,Italia,64879f03e785526bbd480f3b,Estudiante,user,2023-06-12T22:51:47.683890,male,[],https://dummyimage.com/434x911,True,"['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f6', '64879e9a5340903bb1ebb0f4']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f7']","['64879ed95340903bb1ebb110', '64879ed95340903bb1ebb0fe', '64879ed95340903bb1ebb0fa']"
Joerg Reuter-Köster,joerg.reuter-köster@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Inglés']",1985-03-15,Alemania,64879f03e785526bbd480f3b,Estudiante,user,2023-06-12T22:51:47.695007,male,[],https://picsum.photos/613/347,True,"['64879e9a5340903bb1ebb0f3', '64879e9a5340903bb1ebb0f4', '64879e9a5340903bb1ebb0f1']","['64879e9a5340903bb1ebb0f5', '64879e9a5340903bb1ebb0f7', '64879e9a5340903bb1ebb0f6']","['64879ed95340903bb1ebb112', '64879ed95340903bb1ebb0fd', '64879ed95340903bb1ebb104', '64879ed95340903bb1ebb10e']"
Xavier Leroux,xavier.leroux@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Francés', 'Inglés', 'Castellano']",2000-10-16,Francia,64879f03e785526bbd480f3b,Estudiante,user,2023-06-12T22:51:47.705922,male,[],https://dummyimage.com/824x468,True,"['64879e9a5340903bb1ebb0f1', '64879e9a5340903bb1ebb0f2', '64879e9a5340903bb1ebb0f5']","['64879e9a5340903bb1ebb0f9', '64879e9a5340903bb1ebb0f8', '64879e9a5340903bb1ebb0f4']",['64879ed95340903bb1ebb101']
Carl-Heinz Bachmann,carl-heinz.bachmann@edem.es,728e6cca58a5b904a5a9c6bac40bfeae8733909ee7d7191d042a6e8dd241e136,"['Alemán', 'Francés', 'Castellano', 'Italiano']",1993-04-30,Alemania,64879f03e785526bbd480f3b,Estudiante,user,2023-06-12T22:51:47.717092,male,[],https://placekitten.com/816/223,True,['64879e9a5340903bb1ebb0f5'],['64879e9a5340903bb1ebb0f8'],"['64879ed95340903bb1ebb103', '64879ed95340903bb1ebb109', '64879ed95340903bb1ebb112', '64879ed95340903bb1ebb10e', '64879ed95340903bb1ebb10d']"
